X7m2dN-wcbU;2025;02;28;18;28;01;0.161;0.7695;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;246.94;14.5
X7m2dN-wcbU;2025;02;28;18;32;36;0.161;0.7726;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;247.76;13.69
X7m2dN-wcbU;2025;02;28;18;36;21;0.161;0.7752;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;248.42;13.03
X7m2dN-wcbU;2025;02;28;18;40;08;0.161;0.7779;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;249.09;12.36
X7m2dN-wcbU;2025;02;28;18;43;43;0.161;0.7804;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;249.71;11.72
X7m2dN-wcbU;2025;02;28;18;47;34;0.161;0.783;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;250.38;11.03
X7m2dN-wcbU;2025;02;28;18;51;11;0.1611;0.7855;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;251.0;10.38
X7m2dN-wcbU;2025;02;28;18;54;44;0.1611;0.788;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;251.61;9.74
X7m2dN-wcbU;2025;02;28;18;58;18;0.1611;0.7905;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;252.21;9.09
X7m2dN-wcbU;2025;02;28;19;01;58;0.1611;0.793;39.78;-104.907;1592;15.0;101.749;13.0;20.93;-13.0;252.83;8.42
X7m2dN-wcbU;2025;02;28;19;05;43;0.1611;0.7956;39.78;-104.907;1592;13.0;101.783;15.0;20.93;-13.0;253.46;7.75
X7m2dN-wcbU;2025;02;28;19;09;22;0.1611;0.7982;39.78;-104.907;1592;13.0;101.783;15.0;20.93;-13.0;254.07;7.08
X7m2dN-wcbU;2025;02;28;19;12;52;0.1611;0.8006;39.78;-104.907;1592;13.0;101.783;15.0;20.93;-13.0;254.66;6.44
X7m2dN-wcbU;2025;02;28;21;05;00;0.1613;0.8785;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;272.65;-15.0
X7m2dN-wcbU;2025;02;28;21;09;40;0.1613;0.8817;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;273.41;-15.89
X7m2dN-wcbU;2025;02;28;21;13;34;0.1613;0.8844;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;274.05;-16.64
X7m2dN-wcbU;2025;02;28;21;18;04;0.1613;0.8875;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;274.79;-17.5
X7m2dN-wcbU;2025;02;28;21;22;03;0.1613;0.8903;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;275.45;-18.26
X7m2dN-wcbU;2025;02;28;21;26;03;0.1614;0.8931;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;276.12;-19.03
X7m2dN-wcbU;2025;02;28;21;29;51;0.1614;0.8957;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;276.75;-19.75
X7m2dN-wcbU;2025;02;28;21;33;56;0.1614;0.8986;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;277.44;-20.53
X7m2dN-wcbU;2025;02;28;21;37;37;0.1614;0.9011;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;278.07;-21.23
X7m2dN-wcbU;2025;02;28;21;41;19;0.1614;0.9037;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;278.7;-21.93
X7m2dN-wcbU;2025;02;28;21;45;02;0.1614;0.9063;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;279.35;-22.64
X7m2dN-wcbU;2025;02;28;21;49;14;0.1614;0.9092;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;280.08;-23.43
X7m2dN-wcbU;2025;02;28;21;53;14;0.1614;0.912;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;280.78;-24.19
X7m2dN-wcbU;2025;02;28;21;57;32;0.1614;0.915;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;281.54;-25.0
X7m2dN-wcbU;2025;02;28;22;01;52;0.1614;0.918;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;282.31;-25.81
X7m2dN-wcbU;2025;02;28;22;06;27;0.1614;0.9211;39.78;-104.907;1592;6.0;101.885;33.0;16.1;-9.0;283.15;-26.67
X7m2dN-wcbU;2025;02;28;22;10;45;0.1614;0.9241;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;283.93;-27.47
X7m2dN-wcbU;2025;02;28;22;15;03;0.1614;0.9271;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;284.73;-28.27
X7m2dN-wcbU;2025;02;28;22;19;16;0.1615;0.93;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;285.53;-29.06
X7m2dN-wcbU;2025;02;28;22;23;47;0.1615;0.9332;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;286.39;-29.89
X7m2dN-wcbU;2025;02;28;22;28;09;0.1615;0.9362;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;287.23;-30.69
X7m2dN-wcbU;2025;02;28;22;32;34;0.1615;0.9393;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;288.09;-31.5
X7m2dN-wcbU;2025;02;28;22;37;03;0.1615;0.9424;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;288.98;-32.32
X7m2dN-wcbU;2025;02;28;22;41;34;0.1615;0.9455;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;289.89;-33.13
X7m2dN-wcbU;2025;02;28;22;45;53;0.1615;0.9485;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;290.77;-33.91
X7m2dN-wcbU;2025;02;28;22;50;16;0.1615;0.9516;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;291.68;-34.69
X7m2dN-wcbU;2025;02;28;22;54;41;0.1615;0.9546;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;292.61;-35.48
X7m2dN-wcbU;2025;02;28;22;59;27;0.1615;0.958;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;293.64;-36.32
X7m2dN-wcbU;2025;02;28;23;07;29;0.1615;0.9635;39.78;-104.907;1592;6.0;101.919;32.0;8.05;-9.0;295.41;-37.72
X7m2dN-wcbU;2025;02;28;23;16;49;0.1616;0.97;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;297.54;-39.33
X7m2dN-wcbU;2025;02;28;23;21;21;0.1616;0.9732;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;298.6;-40.09
X7m2dN-wcbU;2025;02;28;23;25;48;0.1616;0.9762;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;299.67;-40.84
X7m2dN-wcbU;2025;02;28;23;30;08;0.1616;0.9793;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;300.73;-41.56
X7m2dN-wcbU;2025;02;28;23;34;31;0.1616;0.9823;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;301.83;-42.28
X7m2dN-wcbU;2025;02;28;23;39;05;0.1616;0.9855;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;302.99;-43.02
X7m2dN-wcbU;2025;02;28;23;43;30;0.1616;0.9885;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;304.14;-43.72
X7m2dN-wcbU;2025;02;28;23;47;40;0.1616;0.9914;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;305.25;-44.38
X7m2dN-wcbU;2025;02;28;23;56;09;0.1616;0.9973;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;307.58;-45.69
X7m2dN-wcbU;2025;03;01;00;00;25;0.1616;0.0003;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;308.79;-46.34
X7m2dN-wcbU;2025;03;01;00;04;57;0.1617;0.0034;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;310.1;-47.01
X7m2dN-wcbU;2025;03;01;00;09;20;0.1617;0.0065;39.78;-104.907;1592;4.0;101.952;33.0;11.27;-10.0;311.4;-47.65
X7m2dN-wcbU;2025;03;01;00;13;35;0.1617;0.0094;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;312.69;-48.25
X7m2dN-wcbU;2025;03;01;00;17;30;0.1617;0.0122;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;313.9;-48.79
X7m2dN-wcbU;2025;03;01;00;21;37;0.1617;0.015;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;315.2;-49.36
X7m2dN-wcbU;2025;03;01;00;25;37;0.1617;0.0178;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;316.48;-49.89
X7m2dN-wcbU;2025;03;01;00;29;36;0.1617;0.0206;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;317.8;-50.41
X7m2dN-wcbU;2025;03;01;00;33;32;0.1617;0.0233;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;319.11;-50.91
X7m2dN-wcbU;2025;03;01;00;37;42;0.1617;0.0262;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;320.55;-51.43
X7m2dN-wcbU;2025;03;01;00;41;58;0.1617;0.0291;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;322.04;-51.94
X7m2dN-wcbU;2025;03;01;00;45;40;0.1617;0.0317;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;323.36;-52.37
X7m2dN-wcbU;2025;03;01;00;49;23;0.1617;0.0343;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;324.71;-52.79
X7m2dN-wcbU;2025;03;01;00;53;09;0.1617;0.0369;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;326.11;-53.2
X7m2dN-wcbU;2025;03;01;00;57;44;0.1618;0.0401;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;327.83;-53.68
X7m2dN-wcbU;2025;03;01;01;01;50;0.1618;0.0429;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;329.41;-54.09
X7m2dN-wcbU;2025;03;01;01;05;50;0.1618;0.0457;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;330.98;-54.47
X7m2dN-wcbU;2025;03;01;01;09;39;0.1618;0.0484;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;332.5;-54.81
X7m2dN-wcbU;2025;03;01;01;16;32;0.1618;0.0531;39.78;-104.907;1592;2.0;101.885;46.0;14.49;-9.0;335.31;-55.4
X7m2dN-wcbU;2025;03;01;01;20;51;0.1618;0.0561;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;337.1;-55.73
X7m2dN-wcbU;2025;03;01;01;24;57;0.1618;0.059;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;338.84;-56.02
X7m2dN-wcbU;2025;03;01;01;29;10;0.1618;0.0619;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;340.65;-56.3
X7m2dN-wcbU;2025;03;01;01;33;21;0.1618;0.0648;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;342.47;-56.56
X7m2dN-wcbU;2025;03;01;01;37;38;0.1618;0.0678;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;344.36;-56.79
X7m2dN-wcbU;2025;03;01;01;41;44;0.1618;0.0706;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;346.17;-56.99
X7m2dN-wcbU;2025;03;01;01;45;40;0.1618;0.0734;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;347.95;-57.16
X7m2dN-wcbU;2025;03;01;01;49;32;0.1619;0.0761;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;349.7;-57.3
X7m2dN-wcbU;2025;03;01;01;53;29;0.1619;0.0788;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;351.5;-57.42
X7m2dN-wcbU;2025;03;01;01;57;07;0.1619;0.0813;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;353.16;-57.51
X7m2dN-wcbU;2025;03;01;02;01;00;0.1619;0.084;39.78;-104.907;1592;5.0;101.851;37.0;22.54;-8.0;354.95;-57.59
X7m2dN-wcbU;2025;03;01;02;04;45;0.1619;0.0866;39.78;-104.907;1592;6.0;101.851;33.0;20.93;-9.0;356.69;-57.64
X7m2dN-wcbU;2025;03;01;02;08;47;0.1619;0.0894;39.78;-104.907;1592;6.0;101.851;33.0;20.93;-9.0;358.56;-57.68
X7m2dN-wcbU;2025;03;01;02;12;42;0.1619;0.0922;39.78;-104.907;1592;6.0;101.851;33.0;20.93;-9.0;0.37;-57.68
X7m2dN-wcbU;2025;03;01;02;16;10;0.1619;0.0946;39.78;-104.907;1592;6.0;101.851;33.0;20.93;-9.0;1.97;-57.67
X7m2dN-wcbU;2025;03;01;02;20;15;0.1619;0.0974;39.78;-104.907;1592;6.0;101.851;33.0;20.93;-9.0;3.87;-57.62
X7m2dN-wcbU;2025;03;01;02;24;27;0.1619;0.1003;39.78;-104.907;1592;6.0;101.851;33.0;20.93;-9.0;5.81;-57.56
X7m2dN-wcbU;2025;03;01;02;28;15;0.1619;0.103;39.78;-104.907;1592;6.0;101.851;33.0;20.93;-9.0;7.55;-57.47
X7m2dN-wcbU;2025;03;01;02;31;43;0.1619;0.1054;39.78;-104.907;1592;6.0;101.851;33.0;20.93;-9.0;9.13;-57.37
